candidateId,value,universidad homologada
630665b8594e18004af05c4c,Universidad Catolica De Trujillo,Universidad Catolica De Trujillo
630665b8594e18004af05c53,Instituto Superior Santa Rosa,Instituto Superior Santa Rosa
630665b8594e18004af05c5a,Centro Peruano Bancario,Centro Peruano Bancario
630665b8594e18004af05c62,Idat,Idat
630665b8594e18004af05c62,Cibertec,Cibertec
630665b8594e18004af05c62,Sise,Sise
630665b8594e18004af05c6c,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af05c6c,Ifb Certus,Ifb Certus
630665b8594e18004af05c7a,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af05c82,Universidad Autonoma De Ica,Universidad Autonoma De Ica
630665b8594e18004af05c8a,Sise,Sise
630665b8594e18004af05c91,Universidad San Pedro,Universidad San Pedro
630665b8594e18004af05c98,Certus,Certus
630665b8594e18004af05ca4,Instituto Sise,Instituto Sise
630665b8594e18004af05cac,Brtanico,Brtanico
630665b8594e18004af05cac,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af05cb4,Certus,Certus
630665b8594e18004af05cbc,Universidad Católica De Santa Maria,Universidad Católica de Santa María
630665b8594e18004af05cc4,Pucp,Pucp
630665b8594e18004af05ccb,Universidad Nacional Agraria De La Selva,Universidad Nacional Agraria de la Selva
630665b8594e18004af05cd8,Certus,Certus
630665b8594e18004af05cdf,Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista S.A.C.
630665b8594e18004af05ce5,Universidad San Martin De Porres,Universidad de San Martín de Porres
630665b8594e18004af05ce5,Instituto Sise,Instituto Sise
630665b8594e18004af05cf1,Universidad Cesar Vallejo - Ucv,Universidad Cesar Vallejo - Ucv
630665b8594e18004af05cf1,Icpna,Icpna
630665b8594e18004af05d04,Universidad San Martín De Porres,Universidad de San Martín de Porres
630665b8594e18004af05d0b,Universidad Peruana Los Andes,Universidad Peruana Los Andes
630665b8594e18004af05d18,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af05d1f,Certus,Certus
630665b8594e18004af05d26,Santa Maria Coprodeli,Santa Maria Coprodeli
630665b8594e18004af05d2c,Sise,Sise
630665b8594e18004af05d33,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b8594e18004af05d39,Certus,Certus
630665b8594e18004af05d40,Universidad Autonoma Del Perú,Universidad Autonoma Del Perú
630665b8594e18004af05d47,Universidad De San Martin De Porres,Universidad de San Martín de Porres
630665b8594e18004af05d4e,Isil,Isil
630665b8594e18004af05d54,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af05d5a,Certus,Certus
630665b8594e18004af05d60,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665b8594e18004af05d66,Senati,Senati
630665b8594e18004af05d6c,Cepeban,Cepeban
630665b8594e18004af05d73,Unprg,Unprg
630665b8594e18004af05d7a,Instituto De Educación Superior Tecnológico Público,Instituto De Educación Superior Tecnológico Público
630665b8594e18004af05d81,Ifb Certus,Ifb Certus
630665b8594e18004af05d89,Idat,Idat
630665b8594e18004af05d90,Sise,Sise
630665b8594e18004af05d99,Isil,Isil
630665b8594e18004af05d9f,Cibertec,Cibertec
630665b8594e18004af05dac,Instituto Privado Certus,Instituto Privado Certus
630665b8594e18004af05db3,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af05dba,Cibertec,Cibertec
630665b8594e18004af05dc1,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af05dc8,Cenfotur,Cenfotur
630665b8594e18004af05dd8,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af05ddf,San Luis Gonzaga De Ica,San Luis Gonzaga De Ica
630665b8594e18004af05dee,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b8594e18004af05df7,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af05e00,Universidad Tecnologica Del Peru,Universidad Tecnologica Del Peru
630665b8594e18004af05e00,Certus,Certus
630665b8594e18004af05e09,Cepeban,Cepeban
630665b8594e18004af05e11,Ifb,Ifb
630665b8594e18004af05e1e,Zegel Ipae,Zegel Ipae
630665b8594e18004af05e27,Ifb Certus,Ifb Certus
630665b8594e18004af05e27,Pedro Coronado Arrascue,Pedro Coronado Arrascue
630665b8594e18004af05e30,Instituto Sise,Instituto Sise
630665b8594e18004af05e30,Instituto El Buen Pastor,Instituto El Buen Pastor
630665b8594e18004af05e3a,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af05e44,Idat,Idat
630665b8594e18004af05e4b,Ifb Certus,Ifb Certus
630665b8594e18004af05e4b,Instituto Sise,Instituto Sise
630665b8594e18004af05e55,Universidad Catolica San Pablo,Universidad Católica San Pablo
630665b8594e18004af05e55,Institucion Educativa Faraday,Institucion Educativa Faraday
630665b8594e18004af05e5f,Pontificia Universidad Católica Del Perú,Pontificia Universidad Católica del Perú
630665b8594e18004af05e66,Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista S.A.C.
630665b8594e18004af05e6f,Instituto Certus,Instituto Certus
630665b8594e18004af05e76,Universidad Peruana De Ciencias Aplicada,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af05e7d,Certus,Certus
630665b8594e18004af05e97,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af05ea0,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af05eaa,Certus,Certus
630665b8594e18004af05eb9,Instituto San Ignacio De Loyola,Instituto San Ignacio De Loyola
630665b8594e18004af05eb9,Instituto De Formación Bancaria,Instituto De Formación Bancaria
630665b8594e18004af05ec3,Universidad Esan,Universidad ESAN
630665b8594e18004af05eca,Sise,Sise
630665b8594e18004af05ed1,Certus,Certus
630665b8594e18004af05ed8,Centro De Ingles Peruano-canadiense,Centro De Ingles Peruano-canadiense
630665b8594e18004af05ed8,José Faustino Sánchez Carrión,José Faustino Sánchez Carrión
630665b8594e18004af05ee3,Universidad Cesar Vallejo - Ucv,Universidad Cesar Vallejo - Ucv
630665b8594e18004af05eeb,Idat,Idat
630665b8594e18004af05ef9,En Curso,En Curso
630665b8594e18004af05f00,Universidad Cesar Vallejo - Ucv,Universidad Cesar Vallejo - Ucv
630665b8594e18004af05f00,Universidad Cesar Vallejo - Ucv,Universidad Cesar Vallejo - Ucv
630665b8594e18004af05f00,Instituto Sise,Instituto Sise
630665b8594e18004af05f00,Intituto Internacional De Sistemas Empresariales - Iisep,Intituto Internacional De Sistemas Empresariales - Iisep
630665b8594e18004af05f00,San Felipe Comas,San Felipe Comas
630665b8594e18004af05f0f,Iestp Rosa Maria Araoz Pinto,Iestp Rosa Maria Araoz Pinto
630665b8594e18004af05f17,Ifb Certus,Ifb Certus
630665b8594e18004af05f1e,Universidad Privada Del Norte - Upn,Universidad Privada Del Norte - Upn
630665b8594e18004af05f27,Universidad San Pedro,Universidad San Pedro
630665b8594e18004af05f27,Hernan Busse De La Guerra - Lima,Hernan Busse De La Guerra - Lima
630665b8594e18004af05f32,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af05f3a,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af05f3a,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af05f44,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af05f44,Instituto Cultural Peruano Norteamericano,Instituto Cultural Peruano Norteamericano
630665b8594e18004af05f44,Instituto Superior Tecnologico Cibertec,Instituto Superior Tecnologico Cibertec
630665b8594e18004af05f44,Colegio San José Hermanos Maristas,Colegio San José Hermanos Maristas
630665b8594e18004af05f54,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b8594e18004af05f5c,Certus,Certus
630665b8594e18004af05f5c,Instituto Superior Tecnológico Publico Lonya Grande,Instituto Superior Tecnológico Publico Lonya Grande
630665b8594e18004af05f68,Alas Peruanas,Alas Peruanas
630665b8594e18004af05f6e,Isil,Isil
630665b8594e18004af05f78,Certus,Certus
630665b8594e18004af05f80,Instituto Idat,Instituto Idat
630665b8594e18004af05f90,Certus,Certus
630665b8594e18004af05f97,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af05f97,Centro De Estudios Turísticos Avisstur,Centro De Estudios Turísticos Avisstur
630665b8594e18004af05fa0,Sabio Antúnez De Mayolo,Sabio Antúnez De Mayolo
630665b8594e18004af05fa9,Certus Ifb,Certus Ifb
630665b8594e18004af05fbb,Universidad De San Martin De Porres - Usmp,Universidad de San Martín de Porres
630665b8594e18004af05fc2,Istp Carlos Cueto Fernandini,Istp Carlos Cueto Fernandini
630665b8594e18004af05fca,Addis,Addis
630665b8594e18004af05fd1,Zegel Ipae,Zegel Ipae
630665b8594e18004af05fd1,Escuela De Jesús,Escuela De Jesús
630665b8594e18004af05fda,Universidad Nacional Enrique Guzmán Y Valle,Universidad Nacional Enrique Guzmán Y Valle
630665b8594e18004af05fe2,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af05fea,Ceprebanko,Ceprebanko
630665b8594e18004af05ff1,Universidad Alas Peruanas,Universidad Alas Peruanas
630665b8594e18004af05ff8,Computron,Computron
630665b8594e18004af06000,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af06008,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af06008,Colegio María Alvarado - Lhs,Colegio María Alvarado - Lhs
630665b8594e18004af06008,Colegio Metodista Granbery - Juiz De Fora,Colegio Metodista Granbery - Juiz De Fora
630665b8594e18004af06010,Ifb-certus,Ifb-certus
630665b8594e18004af06017,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af0601d,Universidas Cesar Vallejo,Universidas Cesar Vallejo
630665b8594e18004af0601d,I.e. Abraham Valdelomar N°06 - Santa Anita,I.e. Abraham Valdelomar N°06 - Santa Anita
630665b8594e18004af06025,Certus,Certus
630665b8594e18004af0602b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af06031,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af06039,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af06043,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af06043,Señor De La Soledad,Señor De La Soledad
630665b8594e18004af0604a,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af06054,Instituto San Ignacio De Loyola,Instituto San Ignacio De Loyola
630665b8594e18004af0605c,Univesidad Privada Del Norte,Univesidad Privada Del Norte
630665b8594e18004af0605c,Instituto Sise,Instituto Sise
630665b8594e18004af06066,Instituto San Ignacio De Loyola - Isil,Instituto San Ignacio De Loyola - Isil
630665b8594e18004af06066,Universidad Nacional Federico Villarreal - Unfv,Universidad Nacional Federico Villarreal
630665b8594e18004af06071,I.e Bacilio Ramirez Peña,I.e Bacilio Ramirez Peña
630665b8594e18004af0607d,José Carlos Mariategui,José Carlos Mariategui
630665b8594e18004af0608e,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af06096,Universidad Nacional De San Martín,Universidad Nacional de San Martín
630665b8594e18004af060a2,Certus,Certus
630665b8594e18004af060a2,Certus,Certus
630665b8594e18004af060ab,Zegel Ipae,Zegel Ipae
630665b8594e18004af060b1,Idat,Idat
630665b8594e18004af060b8,Universidad Andina Nestor Caceres Velasquez,Universidad Andina Nestor Caceres Velasquez
630665b8594e18004af060c4,Universidad Científica Del Sur,Universidad Científica del Sur S.A.C.
630665b8594e18004af060ca,Instituto Certus,Instituto Certus
630665b8594e18004af060d2,Certus,Certus
630665b8594e18004af060d9,Universidad Nacional San Luis Gonzaga De Ica,Universidad Nacional San Luis Gonzaga de Ica
630665b8594e18004af060d9,I.e.p. Jose Carlos Mariátegui,I.e.p. Jose Carlos Mariátegui
630665b8594e18004af060e3,Universidad Nacional De Educación Enrique Guzmán Y Valle - La Cantuta,Universidad Nacional de Educación Enrique Guzmán y Valle
630665b8594e18004af060eb,Certus,Certus
630665b8594e18004af060f3,Icpna,Icpna
630665b8594e18004af06100,Instituto De Formación Bancaria Certus,Instituto De Formación Bancaria Certus
630665b8594e18004af06106,Certus,Certus
630665b8594e18004af06112,Universidad Ricardo Palma,Universidad Ricardo Palma
630665b8594e18004af06120,Certus,Certus
630665b8594e18004af06127,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af0612e,Universidad Nacional Del Callao,Universidad Nacional del Callao
630665b8594e18004af06134,Certus,Certus
630665b8594e18004af0613f,Instituto Certus,Instituto Certus
630665b8594e18004af06146,Manuel Seoane Corrales,Manuel Seoane Corrales
630665b8594e18004af0614d,San Ignacio De Loyola,San Ignacio De Loyola
630665b8594e18004af0614d,Icpna,Icpna
630665b8594e18004af0614d,Ifb- Certus,Ifb- Certus
630665b8594e18004af0615e,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665b8594e18004af06169,Universidad Continental,Universidad Continental
630665b8594e18004af0616f,Certus,Certus
630665b8594e18004af06175,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af0617c,Universidad De Lima,Universidad de Lima
630665b8594e18004af06185,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b8594e18004af0618c,Universidad Autónoma Del Perú,Universidad Autónoma del Perú S.A.C.
630665b8594e18004af06199,Instituto Universitario En Tecnología Antonio Jose De Su Re,Instituto Universitario En Tecnología Antonio Jose De Su Re
630665b8594e18004af061a0,Certus,Certus
630665b8594e18004af061a7,Icpna,Icpna
630665b8594e18004af061a7,Utp,Utp
630665b8594e18004af061a7,Contacto Joven,Contacto Joven
630665b8594e18004af061b4,Certus,Certus
630665b8594e18004af061bb,Iestp Alas Peruanas Ica,Iestp Alas Peruanas Ica
630665b8594e18004af061c3,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af061cc,I.e.p Maria Auxiliadora,I.e.p Maria Auxiliadora
630665b8594e18004af061d3,Universidad Peruana De Ciencias Aplicadas - Upc,Universidad Peruana De Ciencias Aplicadas - Upc
630665b8594e18004af061d3,I.e Teresa Gonzales De Fanning,I.e Teresa Gonzales De Fanning
630665b8594e18004af061dc,Certus,Certus
630665b8594e18004af061e3,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af061eb,Instituto San Ignacio De Loyola,Instituto San Ignacio De Loyola
630665b8594e18004af061f2,Certus,Certus
630665b8594e18004af061f9,Rosa Maria Araoz Pinto,Rosa Maria Araoz Pinto
630665b8594e18004af06205,Idat,Idat
630665b8594e18004af0620d,Universidad Privada Norbert Wiener,Universidad Privada Norbert Wiener S.A.
630665b8594e18004af06213,Cibertec,Cibertec
630665b8594e18004af0621a,Universidad Nacional Del Callao,Universidad Nacional del Callao
630665b8594e18004af06221,Utec,Utec
630665b8594e18004af06221,Certus,Certus
630665b8594e18004af06221,Cetemin,Cetemin
630665b8594e18004af0622b,Ifb Certus,Ifb Certus
630665b8594e18004af06233,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af0623b,Ceps Uni,Ceps Uni
630665b8594e18004af0623b,Unfv,Unfv
630665b8594e18004af06243,I.f.b. Certus,I.f.b. Certus
630665b8594e18004af06243,I.e.s.p. Cesca,I.e.s.p. Cesca
630665b8594e18004af0624a,Universidad Privada Del Norte - Unp,Universidad Privada Del Norte - Unp
630665b8594e18004af06257,Universidad Católica Los Angeles De Chimbote,Universidad Católica Los Angeles De Chimbote
630665b8594e18004af0625f,Certus,Certus
630665b8594e18004af06266,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af06266,I.e. San Felipe,I.e. San Felipe
630665b8594e18004af0627e,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af0627e,Colegio Trilce - Salamanca,Colegio Trilce - Salamanca
630665b8594e18004af06285,Instituto San Ignacio De Loyola,Instituto San Ignacio De Loyola
630665b8594e18004af0628c,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af06293,Instituto De Educacion Superior Privado Libertador,Instituto De Educacion Superior Privado Libertador
630665b8594e18004af0629c,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af062a2,Psicología,Psicología
630665b8594e18004af062aa,Isil,Isil
630665b8594e18004af062b0,Universidad De Piura,Universidad de Piura
630665b8594e18004af062b6,Universidad Tecnologica Del Peru,Universidad Tecnologica Del Peru
630665b8594e18004af062bf,Universidad Nacional De Piura,Universidad Nacional de Piura
630665b8594e18004af062c6,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af062d8,Certus,Certus
630665b8594e18004af062df,Upc,Upc
630665b8594e18004af062e5,Universida De Lima,Universidad de Lima
630665b8594e18004af062e5,Iep Federico Froebel,Iep Federico Froebel
630665b8594e18004af062ec,Ipae,Ipae
630665b8594e18004af062f4,Certus-ifb,Certus-ifb
630665b8594e18004af062f4,Certus-ifb,Certus-ifb
630665b8594e18004af062fd,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b8594e18004af06304,Universidad Continental,Universidad Continental
630665b8594e18004af0630b,Instituto De Formación Bancaria - Ifb,Instituto De Formación Bancaria - Ifb
630665b8594e18004af06313,Universidad De San Martin De Porres,Universidad de San Martín de Porres
630665b8594e18004af0631a,Certus,Certus
630665b8594e18004af06321,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af06328,Idat,Idat
630665b8594e18004af06339,Universidad César Vallejo,Universidad César Vallejo
630665b8594e18004af06340,Universidad Católica De Trujillo,Universidad Católica De Trujillo
630665b8594e18004af06347,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af0634d,Universidad Nacional De Piura,Universidad Nacional de Piura
630665b8594e18004af06353,Certus,Certus
630665b8594e18004af0635c,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b8594e18004af0635c,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af0636f,Sise,Sise
630665b8594e18004af06375,Mariano Melgar Millenium,Mariano Melgar Millenium
630665b8594e18004af0637c,Universidad Utp,Universidad Utp
630665b8594e18004af06383,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af06383,I.e.p Hermanos Blanco,I.e.p Hermanos Blanco
630665b8594e18004af0638b,I.e.s.t.p Argentina,I.e.s.t.p Argentina
630665b8594e18004af06396,Istp Argentina,Istp Argentina
630665b8594e18004af0639e,Isam,Isam
630665b8594e18004af063a5,Certus,Certus
630665b8594e18004af063ad,Certus,Certus
630665b8594e18004af063b4,Ifb,Ifb
630665b8594e18004af063bb,Instituto Sise,Instituto Sise
630665b8594e18004af063c1,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af063cb,Upc,Upc
630665b8594e18004af063cb,Adex,Adex
630665b8594e18004af063d3,Idat,Idat
630665b8594e18004af063d3,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af063dd,I.s La Libertad,I.s La Libertad
630665b8594e18004af063e4,Certus,Certus
630665b8594e18004af063ed,Cepea,Cepea
630665b8594e18004af063f4,Utp,Utp
630665b8594e18004af06401,Icpna,Icpna
630665b8594e18004af06408,Universidad Nacional Del Altiplano,Universidad Nacional del Altiplano
630665b8594e18004af06408,Universidad Nacional Del Altiplano,Universidad Nacional del Altiplano
630665b8594e18004af06412,Certus,Certus
630665b8594e18004af06423,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af0642e,Certus,Certus
630665b8594e18004af06434,Zegel Ipae,Zegel Ipae
630665b8594e18004af06434,Universidad De Lima,Universidad de Lima
630665b8594e18004af0643d,Instituto San Ignacio De Loyola,Instituto San Ignacio De Loyola
630665b8594e18004af06446,Ifb Certus,Ifb Certus
630665b8594e18004af0644d,San Juan De Miraflores,San Juan De Miraflores
630665b8594e18004af06458,Ceprebanco,Ceprebanco
630665b8594e18004af06458,Universidad Andina Néstor Cáceres Velásquez - Uancv,Universidad Andina Néstor Cáceres Velásquez - Uancv
630665b8594e18004af06461,Isil,Isil
630665b8594e18004af06468,Instituto De Formación Bancaria - Ifb,Instituto De Formación Bancaria - Ifb
630665b8594e18004af06470,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af06478,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af06481,Instituto Cibertec,Instituto Cibertec
630665b8594e18004af06489,Instituto De Educación Superior Privado Certus,Instituto De Educación Superior Privado Certus
630665b8594e18004af06492,Universidad De Lima,Universidad de Lima
630665b8594e18004af06492,Colegio Saco Oliveros,Colegio Saco Oliveros
630665b8594e18004af06499,Instituto Sise,Instituto Sise
630665b8594e18004af064a0,Certus,Certus
630665b8594e18004af064a7,Datatec,Datatec
630665b8594e18004af064af,Universidad Cesar Vallejo,Universidad Cesar Vallejo
630665b8594e18004af064be,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b8594e18004af064be,Instituto Privado Dima´s.,Instituto Privado Dima´s.
630665b8594e18004af064cd,Universidad Nacional Mayor De San Marcos - Unmsm,Universidad Nacional Mayor de San Marcos
630665b8594e18004af064d7,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b8594e18004af064d7,I.e.p San Pedro Santísima Trinidad De Lurín,I.e.p San Pedro Santísima Trinidad De Lurín
630665b8594e18004af064e8,Certus,Certus
630665b8594e18004af064ee,Instituto Superior Sise,Instituto Superior Sise
630665b8594e18004af064f4,Universidad De Lima,Universidad de Lima
630665b8594e18004af06505,San Luis,San Luis
630665b8594e18004af06512,Universidad Esan,Universidad ESAN
630665b8594e18004af0651d,Ifb - Certus,Ifb - Certus
630665b8594e18004af06525,Certus,Certus
630665b8594e18004af06525,Universidad Tecnológico Del Perú,Universidad Tecnológico Del Perú
630665b8594e18004af0652d,Senati,Senati
630665b8594e18004af06533,Sise,Sise
630665b8594e18004af06533,Sise,Sise
630665b89fa239004bddbf97,Toulouse Lautrec,Toulouse Lautrec
630665b89fa239004bddbf97,Británico,Británico
630665b89fa239004bddbf97,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddbfa3,Universidad Alas Peruanas,Universidad Alas Peruanas
630665b89fa239004bddbfad,Instituto Tecnológico Superior Los Llanos,Instituto Tecnológico Superior Los Llanos
630665b89fa239004bddbfb4,Cepeban,Cepeban
630665b89fa239004bddbfbd,Centro De Capacitación Bancaria Ceprebanko,Centro De Capacitación Bancaria Ceprebanko
630665b89fa239004bddbfc4,Instituto Certus,Instituto Certus
630665b89fa239004bddbfcb,Certus,Certus
630665b89fa239004bddbfd5,Universidad Cesar Vallejo - Ucv,Universidad Cesar Vallejo - Ucv
630665b89fa239004bddbfdf,Certus,Certus
630665b89fa239004bddbfdf,Isil,Isil
630665b89fa239004bddbfe7,Ifb Certus,Ifb Certus
630665b89fa239004bddbfee,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddbff7,Universidad Nacional Tecnológica De Lima Sur,Universidad Nacional Tecnológica de Lima Sur
630665b89fa239004bddc017,Universidad De San Martin De Porres,Universidad de San Martín de Porres
630665b89fa239004bddc01f,Universidad Nacional De Piura,Universidad Nacional de Piura
630665b89fa239004bddc028,Instituto Cibertec,Instituto Cibertec
630665b89fa239004bddc02e,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b89fa239004bddc038,Universidad Nacional Del Santa,Universidad Nacional del Santa
630665b89fa239004bddc043,Instituto Cepeban,Instituto Cepeban
630665b89fa239004bddc051,Idat,Idat
630665b89fa239004bddc058,Universidad Tecnológica Del Perú,Universidad Tecnológica del Perú S.A.C.
630665b89fa239004bddc058,Idat,Idat
630665b89fa239004bddc062,Universidad Andina Del Cusco,Universidad Andina del Cusco
630665b89fa239004bddc06a,Lidemperu,Lidemperu
630665b89fa239004bddc06a,Ifb-certus,Ifb-certus
630665b89fa239004bddc073,Universidad Nacional Pedro Ruiz Gallo,Universidad Nacional Pedro Ruiz Gallo
630665b89fa239004bddc07a,Sise,Sise
630665b89fa239004bddc085,Instituto Del Sur,Instituto Del Sur
630665b89fa239004bddc092,Instituto Adex,Instituto Adex
630665b89fa239004bddc098,Universidad Alas Peruanas,Universidad Alas Peruanas
630665b89fa239004bddc0a2,Instituto Idat,Instituto Idat
630665b89fa239004bddc0b3,Upc,Upc
630665b89fa239004bddc0b3,Certus,Certus
630665b89fa239004bddc0be,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b89fa239004bddc0c6,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddc0cc,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica Del Perú - Utp
630665b89fa239004bddc0d4,Certus,Certus
630665b89fa239004bddc0db,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddc0db,I.e Heroes Del Cenepa 30,I.e Heroes Del Cenepa 30
630665b89fa239004bddc0e4,Certus,Certus
630665b89fa239004bddc0e4,Certus,Certus
630665b89fa239004bddc0e4,Upci,Upci
630665b89fa239004bddc0ee,Universidad Nacional Pedro Ruiz Gallo,Universidad Nacional Pedro Ruiz Gallo
630665b89fa239004bddc0f4,Universidad Peruana  De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddc0fb,Certus,Certus
630665b89fa239004bddc102,Universidad Señor De Sipan,Universidad Señor De Sipan
630665b89fa239004bddc102,I.s.t. Norbert Wiener,I.s.t. Norbert Wiener
630665b89fa239004bddc10d,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddc114,I. S. T. Khipu,I. S. T. Khipu
630665b89fa239004bddc122,Sise,Sise
630665b89fa239004bddc122,Universidad Nacional De San Agustin,Universidad Nacional De San Agustin
630665b89fa239004bddc129,Universidad Tecnologica Del Peru,Universidad Tecnologica Del Peru
630665b89fa239004bddc129,I.e 5080 Sor Ana De Los Angeles,I.e 5080 Sor Ana De Los Angeles
630665b89fa239004bddc131,Universidad Nacional De San Agustin,Universidad Nacional De San Agustin
630665b89fa239004bddc141,Isam,Isam
630665b89fa239004bddc14b,Pontificia Universidad Católica Del Perú,Pontificia Universidad Católica del Perú
630665b89fa239004bddc151,Universidad Privada De Tacna,Universidad Privada de Tacna
630665b89fa239004bddc165,Instituto De Educación Superior Tecnologico Argentina,Instituto De Educación Superior Tecnologico Argentina
630665b89fa239004bddc16e,Universidad Nacional De San Agustin De Arequipa,Universidad Nacional de San Agustín de Arequipa
630665b89fa239004bddc176,Universidad César Vallejo,Universidad César Vallejo
630665b89fa239004bddc176,I.e.p. Pedro Paulet,I.e.p. Pedro Paulet
630665b89fa239004bddc17d,Certus,Certus
630665b89fa239004bddc183,Certus,Certus
630665b89fa239004bddc190,Universidad San Martin De Porres,Universidad de San Martín de Porres
630665b89fa239004bddc196,Cenfotur,Cenfotur
630665b89fa239004bddc19d,Instituto De Formación Bancaria,Instituto De Formación Bancaria
